,tweet
685,@XiaomiIndia @amazonIN @Flipkart Sir when will MI A3 get Android 10 update in India... Plzz answer🙏🙏
686,"Boycott @Flipkart 
Sabse farji hai flipkart"
687,"RT @iturathore: The total GMV of the Indian e-retail market is estimated to be $30.8 billion in 2019. #India #ecommerce
#flipkart #AmazonIn…"
688,"@nsitharaman , @ConsumerFF , @CGF_The_Forum How can I recover my money if the shopping websites does not resolve th… https://t.co/zsTHBc11LI"
689,"Flipkart Flipstart Days Sale: Get Up To 80% Off On Fashion, Home &amp; Kitchen Appliances [1st To 3rd January 2020]… https://t.co/aC614KTN05"
690,@Flipkart How shameless can a company be. First of all u deliver a damaged product. Then your customer care ple giv… https://t.co/yPseXIAI0O
691,"@sahoo_milan To ensure that your Flipkart account information is safe, please start a private chat with us by click… https://t.co/iV6GVi3TjV"
692,"@KaranJigar143 Also in the future to ensure that your Flipkart account information is safe, please DM us by clickin… https://t.co/5QpWvAVozz"
693,@flipkartsupport @Flipkart @_Kalyan_K @_sachinbansal I have ordered Samsung Level U Bluetooth Headphone and I didn'… https://t.co/zQ6S3PmYhs
694,@DipchandJain Sorry for the miss. We'd definitely like to help. We understand your concern. Kindly help us with the… https://t.co/XrkM9rXkhl
695,as the rude delivery boy again did the same as no action is taken against him after my complain. Take necessary act… https://t.co/BacsBML2os
696,@Flipkart @FlipkartSellers This is the further time I have faced the same issue that the deliver boy denied my parc… https://t.co/NZTK8YJSbr
697,Work it out (or just have fun) with the #NushAthleisure collection!💃🏽 Available now on https://t.co/Zq9IUPabSp… https://t.co/VxaGTz0C9E
698,"@innocentbxr We understand the concern about your Flipkart account. However, we see that an email with an update ha… https://t.co/WdkO2BP2DF"
699,@flipkartsupport got fraud call from anyone on behalf of flipkart i share details of caller plz take action https://t.co/SfnFRrMlWI
700,Please do not purchase any television from flipkart company withextended warranty as they fail to provide complete… https://t.co/N5EpZjOF0q
701,@Flipkart I have ordered Samsung Level U Bluetooth Headphone and I didn't get my order till promised date. Even i o… https://t.co/HKBNG457MI
702,"@Flipkart 
Hi team 
Why you are taking so much time for delivery of the product . you take  15-20 days of the deliv… https://t.co/rRsdCln81q"
703,@Flipkart Can I get a refund from Flipkart for an incomplete and different product. Which was delayed to deliver also.
704,"@Flipkart @flipkartsupport my order id OD117282316236885000 with redmi 8.Sir, I have been tweeting for 15 days, I d… https://t.co/qib2QsHuhe"
705,@Flipkart Flipkart is one of the fraud ecommerce company in india i am a Flipkart plus member and plus available fo… https://t.co/Hgu0xiTO92
706,"#Steal
Flipkart #Smartbuy Immersion Rods Upto 67% Discount Starting From Rs.259
https://t.co/HYAqf51or4
#on9deals https://t.co/OK766BIVEA"
707,@Flipkart Flipkart is one of the fraud ecommerce company in india i am a Flipkart plus member and plus available fo… https://t.co/qSgsh68Zjy
708,"RT @Rebel_Nihal: Type c cable flipkart lo mhbnagar ki order chesta 

Nu oka 1000 tweets veyu
@ArjunGoud_
#HeroOfTheDecadePrabhas"
709,@myntra This makes your service pathetic as people expect free deliveries even amazon and flipkart provide free del… https://t.co/WT88YfcgP3
710,The romantic thriller of 2020. Five minutes by Vrinda Singh. Grab your copies from @amazon @Flipkart @ShopClues and… https://t.co/DJCfWbJ99L
711,@AbhirupKundu4 @Flipkart They are aimed at cheating the customers
712,@Flipkart @flipkartsupport how can i activate pay later service when kyc option not available to me.. poor service.… https://t.co/Kd7xB25kKV
713,very poor Flipkart company and Chief company and fraud company Flipkart and Flipkart seller https://t.co/bvBqCoDiQb
714,"@ Flipkart your customer service executive assured me that my order delivered to me before 1 Jan 
   It cancelled 🤭😭"
715,@TheFarahKhan Boycott flipkart...
716,RT @ASUSIndia: The #ROGPhone2 has occupied its spot as the best Gaming Smartphone of the year. A big thanks to the jury and all of you for…
717,@Flipkart @flipkartsupport so i got call yesterday from your executive he said we don't have any solution for your… https://t.co/O46mAMsb3b
718,"@Flipkart I want answer please tell me the request number which I made to cancel 
My order I'd is https://t.co/u2fy8zg5ZT"
719,"RT @keerthik_007: @NimmaYash @Flipkart #NoKannadaNoBusiness
@RadhikaPandit7 ಸ್ವಲ್ಪ ಬುದ್ದಿ ಹೇಳಿ ನಿಮ್ಮವರಿಗೆ. https://t.co/rcB6lCUlJN"
720,"RT @Babuajay316: Few years back they used Hindi hoardings and ADs in Karnataka as well, Kannada consumers responded with #NoKannadaNoBusine…"
721,"RT @pravin2201: @AnkitJa_n Thanks, our demand for Kannada is not new. Flipkart has received its share of complaints and protest from Kannad…"
722,@Flipkart कितने महीने लगेंगे डिलीवरी करने में।
723,@Flipkart cancelled my order without making third delivery attempt and the reason is given to me that I selfy make… https://t.co/sUylrrw774
724,"RT @Saffron_Surfer: No Kannada ads means No Business from ourside. #flipkart, am stopping my orders too and uninstalling  your app #NoKanna…"
725,"RT @pav_sri: #NoKannadaNoBusiness #SayNoToFlipkart @flipkart @sakannadiga
Need business in Karnataka but not the language?"
726,"RT @sachinsurya200: Rate 1* for @Flipkart app in play store, for neglecting kanndigas interest #saynotoFlipkart #NokannadaNobusiness @sakan…"
727,"RT @swaroopdc: Stop buying from them @Flipkart , they proved they dont want us. We have to show that we dont need them. #NokannadaNobusines…"
728,RT @Raghuprasad_GS: height of ignorance by @Flipkart #SayNoToFlipkart #NoKannadaNoBusiness @sakannadiga @_sachinbansal
729,RT @Abhi2live: @Flipkart No Kannada no business with you until you give service and marketing in Karnataka. Stop Hindi imposition. #NoKanna…
730,"RT @vinayyb800: @Flipkart #NoKannadaNoBusiness 
With your stupid language policy, you're losing your valuable customers."
731,RT @keerthik_007: We don't want the arrogant companies like u. @Flipkart @flipkartsupport #NoKannadaNoBusiness #SayNoToFlipkart
732,RT @swamyshettigere: #NoKannadaNoBusiness @Flipkart @_sachinbansal  get lost from karnata if u r not agree to use kannada as a business lan…
733,RT @pav_sri: #NoKannadaNoBusiness #SayNoToFlipkart Your anti-kannada move will surely backfire.@Flipkart @sakannadiga
734,"RT @sakannadiga: #SayNoToFlipkart is trending again thanks to @KirikKeerthi 
#NoKannadaNoBusiness #NoKannadaNoFlipkart @flipkart @sakannadi…"
735,RT @sakannadiga: @KirikKeerthi joins @sakannadiga campaign against  @flipkart #NoKannadaNoBusiness #SayNoToFlipkart https://t.co/a4euWgE05V
736,"RT @sarpame: #NoKannadaNoBusiness #SayNoToFlipkart @flipkart @sakannadiga
Kannada Customer calling flipkarrt is trying his... https://t.co/…"
737,RT @blockjain: U desrve a 1 star fr thinkng INDIA is HINDI.Serve me in my language @Flipkart #NoKannadaNoBusiness #SayNoToFlipkart https://…
738,"RT @hegde_vikas: @Flipkart U dnt serve me in my language Kannada. So, I don't want to do business with U. #NoKannadaNoBusiness  #SayNoToFli…"
739,@Flipkart https://t.co/Mk93QfhMen
740,"@flipkartsupport Just to add more,I just had a chat with the last technician who was assigned to me.I called him up… https://t.co/pU079FFT6U"
741,@flipkartsupport First you deliver then chase for payment and you didn't get any update from customer. Whenever you… https://t.co/fXSO9ggZTV
742,Hai u don't have stock in airpod buds I have ordered it on flipkart it's been more then 3 days have been gone from… https://t.co/Ukrjl6N2R8
743,@Flipkart @Walmart Why not have a location filter which would it easier to have a look only on those products which… https://t.co/3XKyyYx1GK
744,"@GooglePayIndia  if i pay to a prepaid order on Amazon or Flipkart using G pay will i be eligible for a stamp. 
plz reply ASAP"
745,@myntra  you have blocked my return worth 4k only because of collecting insider points by mistake! (I have 16k insi… https://t.co/0emcpT3zyp
746,"RT @sohailone43: Hi Dont buy any TV from Flipkart #Flipkart 

I have purchased one #Xiaomi mi TV on 21st TV delivered on 24th and as per Fl…"
747,"@flipkartsupport @Flipkart @amazon No action taken by @Flipkart. Order is prepaid, payment is done on 23rd, deliver… https://t.co/bIQvqErfSC"
748,"Created in the last 20 years:

Facebook
Twitter
iPhone📱
YouTube
iPad
Kindle
AWS
3G 4G 5G
Android
Apple App Store
Ub… https://t.co/L2HnLizfOq"
749,@VipinJa73481469 Thanks for letting us know. Hope we were able to help you with your query. Thanks for shopping on… https://t.co/lkuws7GjRJ
750,@Flipkart Thanks Pradhan from  Team flipkart for performance words on warranty services.
751,@iyerkrish @Flipkart @flipkartsupport why no answer now? https://t.co/dVChZX98TE
752,"Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans https://t.co/SDllcmQy0M https://t.co/yWpGZh6amO"
753,@MiTVIndia @amazonIN @Flipkart I bought MI tv and booked for TV installation. It's been 2days and still no one resp… https://t.co/rzdPLqDKE1
754,"Type c cable flipkart lo mhbnagar ki order chesta 

Nu oka 1000 tweets veyu
@ArjunGoud_
#HeroOfTheDecadePrabhas"
755,"@flipkartsupport @Flipkart Hello,. enough its last time I,  complaint you on this order ..  which i get a product w… https://t.co/FDiIzvHsRK"
756,75%OFF     [Upcoming] Flipstart Days: 1st - 3rd of Every Month Offer on Flipkart https://t.co/41CmlNRhly
757,75%OFF     [Upcoming] Flipstart Days: 1st - 3rd of Every Month Offer on Flipkart https://t.co/41CmlNRhly
758,@vinodkambli349 @TheFarahKhan @TandonRaveena @bharti_lalli @Flipkart Farah khan ko to police ke lath ne sorry bulwa… https://t.co/neVnRgxhFK
759,RT @sarthakgh: “Over 90% of the small and medium businesses we spoke to in a recent survey sell directly through WhatsApp in India — more t…
760,@Nilesh57410 @PvkVfc Flipkart
761,@realmemobiles @Flipkart Will there be other colours???
762,@Abhinavsingal2 @realmemobiles @Flipkart @AmreliaRuhez Thanks For Your Time
763,@Flipkart is a irresponsible behaviour. today 4days delay item of his promise date 2time change delivery date witho… https://t.co/CoOfNRjjhh
764,@MiIndiaSupport @XiaomiIndia I have ordered redmi 8a from flipkart on 23rd Dec. I am facing display issue. I tried… https://t.co/Q35h7ige4F
765,@Dfan_champ @PvkVfc Flipkart..or Amazon
766,@Flipkart is a irresponsible behaviour. today 4days delay item of his promise date 2time change delivery date witho… https://t.co/HaGrDYBhHi
767,"अदालत.राजेश दुसेजा बनाम माइक्रोसॉफ़्ट की संपत्ति करोड़ में (32) + Google (25), अमेज़न समूह (22), façebook (20), TATA (7) Flipkart"
768,@TheTechVox @realmemobiles @Flipkart @AmreliaRuhez Yup
769,"@flipkartsupport @Flipkart kya majak kr rhe ho kya.
Very wrost flipkart.
Don't purchase anything from flipkart."
770,@Flipkart i ordered one mobile for 26k and also exchanged one mobile the bill given to me is for net amount and i n… https://t.co/Us20SWY2fK
771,@tikkymail private message by clicking here https://t.co/5DoqNukc8t to make sure that your Flipkart account information is safe. ^PK (2/2)
772,"RT @IvaanDarren: #Christophobic #Antisemitic #opportunists #cowards #indecent #cheapjoke #artistes 
@TheFarahKhan @bharti_lalli @Flipkart @…"
773,"#Christophobic #Antisemitic #opportunists #cowards #indecent #cheapjoke #artistes 
@TheFarahKhan @bharti_lalli… https://t.co/FckAfS6XeX"
774,"@Flipkart going to file a court case, these guys left me no other option.@flipkartsupport @Flipkart"
775,RT @IvaanDarren: #Christophobic #opportunists #cowards #indecent #cheapjoke #artistes @TheFarahKhan @bharti_lalli @Flipkart @FlipkartVideo…
776,"@CareersAtUdaan you have so many complaints regarding return policy
Kindly look after it as I hv seen so many compl… https://t.co/48MwHYhGZg"
777,"@antonysamydass Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just reach… https://t.co/fZr75YL3m6"
778,#Christophobic #opportunists #cowards #indecent #cheapjoke #artistes @TheFarahKhan @bharti_lalli @Flipkart… https://t.co/Wz9zZE1DKj
779,@flipkartsupport Thank you @Flipkart @FlipkartStories for solve my issue
780,RT @Jayant86226313: OD117310878069153000 phn No.9473981714 This is the order i got cancelled the order and had talked to Flipkart so much t…
781,@Flipkart My order is getting very very late...It has already reached my nearest hub on 24th Dec but till now it is… https://t.co/3qfAOXmfmY
782,@gurujeemath Sorry to hear this. We'd like to inform you that once the KYC is successful verification will be done… https://t.co/kfC75CfbWm
783,https://t.co/NH1IdrsBK8
784,@Flipkart I ordered Nokia TV 55 ins they didn't delivered on time no response from them i pay also they supposed to… https://t.co/z6kdiSm14x
785,@Flipkart why is your grocery section not dilevering my products !!
786,"@Flipkart @FlipkartStories @flipkartsupport
ye bs naam ka students friendly hai
15 din ho gaye ab tk meri ID plus m… https://t.co/85q1a2lNg2"
787,"@flipkartsupport I didn't get any call after ur commitment, do one thing just fraud the customers.. @_Kalyan_K look… https://t.co/3OXIMhLbA2"
788,@flipkartsupport Iske related main bahut jyada pareshan ho chuka hun aur Kitna pareshan karoge mujhe look into the… https://t.co/op2QqeRRZE
789,@SarojRa26749716 private message by clicking here https://t.co/5DoqNukc8t to make sure that your Flipkart account i… https://t.co/UjqVLcgxsW
790,@flipkartsupport Mere se Kitna wait karaya jaega already mein bahut jyada vate kuchh kar chuka hun main isase jyada… https://t.co/UWAPyqwFJ4
791,@Flipkart We replicated but the same product came again ... and Flipkart service after......1 week se hmko mera pro… https://t.co/zanXEJAo9T
792,@Flipkart very bad experience with Flipkart. Wrost customer service. Even after filing complaint for my order no OD… https://t.co/MkDW71T0hd
793,RT @soumitraroy: My order was SO233115953. The features club factory claimed in their app doesn't match with the product I recieved. It was…
794,My order was SO233115953. The features club factory claimed in their app doesn't match with the product I recieved.… https://t.co/55402QcEdg
795,Mujesar missing product delivery hua hai kya Flipkart aur mere ko abhi tak bhi meri help nahin ki gai hai aur iske… https://t.co/kneCSc2zP5
796,"@flipkartsupport @Flipkart @FlipkartStories @FlipkartAds  flipkart sucks!
Flipkart should value every customer.if y… https://t.co/Dh3mVeniIs"
797,@flipkartsupport @Flipkart  I Don't think u people will refund my amount this is ridiculous now it's time to compla… https://t.co/xDtSaHa6vS
798,@abhineet3006 @ASUSIndia @Flipkart 5z also suprb am using too
799,@FlipkartSellers @binnybansal @_Kalyan_K Hi all our seller account  has been put ON HOLD due to a product which doe… https://t.co/f1049GK0wv
800,"If you do Online shopping on Amazon and Flipkart , Then read this important news
#online
#shopping
#amazon… https://t.co/7cgAMh5lZf"
801,"@PARVEEN89579415 To ensure that your Flipkart account information is safe, please start a private message with us b… https://t.co/MVPzjFV8mD"
802,@flipkartsupport mere itne kahne ke bavajud mera order cancelled kar diya OD117378159725778000 me aaj hi app ko . J… https://t.co/s4lqio1YAO
803,@flipkartsupport Sir i already told you all products which is lost in Flipkart apps
804,"RT @RedmiIndia: Avail the best offers on #RedmiNote7Pro and #RedmiNote7S in the #BestOf2019 sale on https://t.co/cwYEXeds6Y, @Flipkart and…"
805,"@Flipkart Great, This seems to be your best speed of delivering orders? https://t.co/00CiUdvm4N"
806,"💥 Deals of the Day on Flipkart
👉 https://t.co/Bb35biWWxR"
807,@Flipkart @flipkartsupport . In rs. 1 sale many products shows in rs. 1 but. If you order it then you cant use coin… https://t.co/Jn1KQwAfIu
808,@realmemobiles @Flipkart Super
809,@alokmolu @Flipkart Lagta hai bhai..... mausam bhi to dekho...1st January tk bola hai uske pahle aa jayega....
810,@Flipkart customercare executive give me wrong information mislead me. they 1st initiated refund again they rejected https://t.co/ZoHeB9G0zh
811,"@amazonIN : Still loading 
@myntra : Out of Stock 
@Flipkart : Cash on Delivery not available"
812,GROUP 1 MAINS ASPIRANT CAN USE THIS BOOK. IT COVERED BOTH CONCEPTUAL AND ANALYTICAL https://t.co/4aKMkVdDjo
813,"I ordered ""Philips Hair Dryer HP8142/00 Hair Dryer"" After received the product when I opened it there was a hair dr… https://t.co/FJQLVvTnxN"
814,dear @Flipkart @flipkartsupport i got a call from this number regarding my order id OD117411104542511000 the execut… https://t.co/d7CmpeFlea
815,"@HiHonorIndia Please made available Cable and Charger at online platform like Flipkart, original is not available.… https://t.co/J9Gi1ApaP0"
816,"@Flipkart some issues in Flipkart apps. There are no any product delivered on this pin code. 842003, 842002 .i am f… https://t.co/y94lO9eDy1"
817,"RT @gurdips1: Standby Line of Credit for MSMEs 
https://t.co/yYCVcOIh8t
@ExportersIndia @ExportWW @IndiaEximBank @EximBankUS @CloudExpoAsia…"
818,"Standby Line of Credit for MSMEs 
https://t.co/yYCVcOIh8t
@ExportersIndia @ExportWW @IndiaEximBank @EximBankUS… https://t.co/XgpXDj75LP"
819,@ganeshgnpvm private message by clicking here https://t.co/5DoqNu2BgV to make sure that your Flipkart account information is safe. ^PK (2/2)
820,"#2019in5words #Amazon #bigbillion #Flipkart 

@SonyElectronics plz kindly ask to ur ecommerce website to correct MR… https://t.co/lbVP5He5op"
821,I orederd my product in flipkart on 19th december and expected deliver date given by delhivery is 26th december. Bu… https://t.co/x41cYr9qFN
822,"Dear @ConsumerReports @manukumarjain @XiaomiIndia @RedmiIndia 
I brought Redmik20 pro during the flipkart bigbillio… https://t.co/2T96BDmdKy"
823,@AmitKum19308043 Sorry to hear that. We'd definitely like to help. Request you to elaborate what went wrong by clic… https://t.co/IWPUykVeJ7
824,"RT @MadhavSheth1: X factors of mid-range flagship #realmeX2:
-SD 730G Processor
-30W VOOC Flash Charge
-64MP Quad Camera
-SuperAmoled Displ…"
825,RT @MadhavSheth1: Get ready for the first sale of the best mid-range flagship #realmeX2 today at 12 noon on Flipkart &amp; https://t.co/EgEe8vi…
826,RT @OMG_ravikatwit: @WalmartInc @_Kalyan_K  @Infosys_nmurthy dear sir just a simple question can @Flipkart deny written mail from @flipkart…
827,RT @OMG_ravikatwit: @_Kalyan_K @Infosys_nmurthy dear sir just a simple question can @Flipkart deny written mail from @flipkartsupport . No…
828,RT @OMG_ravikatwit: @_Kalyan_K @Flipkart @flipkartsupport Saturday morning shame and shit over team flipkart from Top to bottom for cheatin…
829,@_Kalyan_K @Infosys_nmurthy dear sir just a simple question can @Flipkart deny written mail from @flipkartsupport .… https://t.co/ZIeRsrZj7S
830,shame on @Flipkart @flipkartsupport even after written mail confirmation from flipkart for refund. Nothing being do… https://t.co/JzNixDmyhI
831,"RT @gurdips1: 13 banks' profits
https://t.co/WpC8ECYR9i
@ExportersIndia @ExportWW @IndiaEximBank @EximBankUS @CloudExpoAsia @AeroIndiashow…"
832,Best Hiring Online Marketing jobs for Flipkart  in India #digitalmarketingeducation #DigitalMarketingProcess #digit… https://t.co/DzC3WNeun6
833,"13 banks' profits
https://t.co/WpC8ECYR9i
@ExportersIndia @ExportWW @IndiaEximBank @EximBankUS @CloudExpoAsia… https://t.co/L5t7YuG5XL"
834,@flipkartsupport @Flipkart @_sachinbansal do u guys even pay attention to the cust n ther problems? Hv bn pleading… https://t.co/qBkVh2W3zk
835,@puvvada_ajay Make tie up with Amazon and flipkart and other ecommerce  sites as well... if further required tie up… https://t.co/Dlx9t2RPjH
836,@Flipkart is a irresponsible behaviour. today 4days delay item of his promise date 2 time change delivery date with… https://t.co/Z1Vbzql6f7
837,"Techies write to govt against #CAA_NRC_NPR
Sundar Pichai -Alphabet
Satya Nadella -Microsoft
Mark Zuckerberg -Facebo… https://t.co/O90FEXYD8j"
838,"@XiangW_ Sir my Redme k20;pro giving problem
From very first day flipkart inspite of 10 days rety policy not helpin… https://t.co/yAURU4Ubah"
839,"Investors in wannabe super apps must remember that India is not China
https://t.co/vz2Zmjbm94"
840,@realmemobiles @Flipkart @MadhavSheth1 Black colour is available in the next sale ????
841,"@AjayDeonia To ensure that your Flipkart account information is safe, please start a private message with us by cli… https://t.co/o2bztPOoOE"
842,Me @conumercourt jaunga  bat 800 ja 1000 ruapy ki ni hai bat trust ki hai jo flipkart ne cheat kia is war mere sath… https://t.co/67zONT6BNQ
843,Mene 1 month pahle je jacket li thi flipkart se .. pr meko quality bilkul achi ni lgi . Uske bad me return request… https://t.co/iu2c7GlYOQ
844,@Flipkart while buying a product you'll do not ask for ID CARD PROOF then for refund or return request why do you'll ask for aadhar card???
845,"RT @HiHonorIndia: Want a perfect workout accessory? Just pick one of 10 fitness modes, set your target and you’re ready to go! Workout and…"
846,Flipkart sucks
847,@Flipkart hi I have received a different jbl head set product then the one on your website site I am trying to info… https://t.co/efGCwqbDIn
848,@flipkartsupport Again same issue. Now you are becoming a headache.What is wrong with the service? Products deliver… https://t.co/VqYPzS9dfm
849,My order ID is OD117198200469572000 received damage product.i complained many times but flipcart customer executive… https://t.co/FdeZC26rWg
850,"@flipkartsupport Whenever i am calling to of flipkart customer care executive, thay are just telling me that your p… https://t.co/vFFvdUID51"
851,"@Flipkart 
I want to inform you that i had ordered two products from flipkart on 23rd  December 2019 &amp; the delivery… https://t.co/JzydySZkqJ"
852,"(58% off) Asus Zenfone 2 (Silver, 16 GB) (4 GB RAM) @ Rs.6999 https://t.co/cPK6CpcHEQ"
853,@RISHAVKUMAR1993 Our aim at Flipkart is always to make sure that you have the best shopping experience. While we're… https://t.co/oBEBeSHRjK
854,"Worst service from @Flipkart ,really disappointed with shopping experinece at @Flipkart .
#uninstallflipkart"
855,"#2gud #flipkart customer care number
6289872068==9361436089
9361436089==6289872068
6289872068==9361436089
Flipkart… https://t.co/Y03w0l3T4b"
856,"Google Pixel 3a XL, Vivo Z1 Pro, Other Phones Discounted on Flipkart https://t.co/vLhBLe7kIk"
857,"RT @HonesTweety: The digital flagpost of Modi crumbles!
Are you listening dear @sundarpichai @BillGates @Infosys @TCS @NandanNilekani @reli…"
858,"#flipkart customer care number
6289872068==9361436089
9361436089==6289872068
6289872068==9361436089
Online toll fre… https://t.co/bT9GFCCL1o"
859,"@flipkartsupport Wishmaster never turned up, no one ever checked the product in exchange. You are lying point blank… https://t.co/M43YE8tavR"
860,I got your reply but it's not clarifying my doubts that why you people blocked my account. And what made you assume… https://t.co/ynXEyvgK3g
861,@Flipkart this is absolutely unwarranted and unacceptable. This was a gift that you already spoilt by not deliverin… https://t.co/UrDpCM2tLJ
862,"@Flipkart I take pain to look through the offers and pay to buy something. You fail to deliver the product, then yo… https://t.co/rD2NZEGlqG"
863,RT @BazaarRewards: Check out #TopBazaar Deals  For this Holiday season trending Deals on #amazonIN #Amazon #Flipkart #Domains #Hosting #For…
864,@realmemobiles @Flipkart Wait in russia😔
865,"@flipkartsupport Yes, please sort this our ASAP. Never knew returning a product bought from @Flipkart would be so difficult!!!"
866,@flipkartsupport unblock my account because I am not a seller. If any order didn't reached my location then I cance… https://t.co/43np9u2oJl
867,"@Flipkart @flipkartsupport Why do you keep cancelling my return request, I didn't like the product and I am well wi… https://t.co/18xeYTXzrH"
868,@Flipkart
869,Hi Huawei Company ! Stop selling your products via FLIPKART company. They are scamming customers @HuaweiIndia… https://t.co/FLnuKkKbAz
870,"This is how flipkart offers work!

@Walmart what were you doing?"
871,"After few days
Flipkart: You left your 100 off voucher unclaimed

Me: Added items and checked 100off not applied.… https://t.co/TyxNjmgWGj"
872,"@Flipkart @flipkartsupport 
Flipkart: Congrats you got 100off voucher 
Me: Placed order and claimed 100off
Flipkart… https://t.co/xhQSA9ztAK"
873,@deepesh_roy Our aim at Flipkart is always to make sure that you have the best shopping experience. While we're sor… https://t.co/KDUUNuDuAw
874,Hi @Flipkart I'm unable to login my account since last diwali and your customer care didn't help me any more . I'm… https://t.co/SPuJu4QPMP
875,Flipkart SCAM...of not providing Huawei Free Lace Bluetooth Headset   after Pre-Ordering HUAWEI GT WATCH 2 to its c… https://t.co/jLMBzyeUIW
876,@Flipkart some of your pages are affected due to the cookie attribute changes in the latest chrome updates! (Chrome… https://t.co/kw55KMNX6C
877,"(50% off) I Kall K5 (Blue, 16 GB) (2 GB RAM) @ Rs.2999 https://t.co/fzTmj0wLpK"
878,"@Flipkart भैया जी, आपको नही लगता कि,मैं इतना भी फेमस नहीं हुआ हूं कि,आप आपके ऍप के Guess what ये गेम के अंदर मेरी… https://t.co/wsphr4SGQN"
879,RT @JBLSoundIn: Looking for convenience? Stop right here!The all-new JBL #C100TWS comes equipped with hands-free stereo calling feature mak…
880,RT @JBLSoundIn: Sail smooth through your day without taking off your earphones even for once with the newly launched JBL #C100TWS that’s en…
881,RT @govindatripathi: @RamChan39194697 @k_kumar24 @amazonIN @Flipkart @narendramodi @AmitShah @PiyushGoyal @ashwani_mahajan @chandpc123 चंद्…
882,RT @govindatripathi: @patelvksg @Bhartiy_sannari @amazonIN @Flipkart @narendramodi @AmitShah @PiyushGoyal @ashwani_mahajan @chandpc123 एक…
883,RT @patelvksg: @govindatripathi @Bhartiy_sannari @amazonIN @Flipkart @narendramodi @AmitShah @PiyushGoyal @ashwani_mahajan @chandpc123 ये ई…
884,"RT @TechTicTok1: ASUS smartphones offer for Flipkart snapdragon days
https://t.co/b3PBlhYHjE
@ASUSIndia @ASUS_ROG_IN @Flipkart
 #ASUS6Z #AS…"
885,@Deepakkhemani8 @abezack @raghav4india @Shweaykn @arupnag @arnabdutta_BS @metro_india @HUL_News @ITCCorpCom… https://t.co/IIsrrKPuZ2
886,@PMOIndia dear sir Hope you are doing well .KEEP DOING ALL THE TREMENDOUS YOU ARE DOING FOR OUR COUNTRY .WE ARE VER… https://t.co/8bpLMwu5xi
887,@MiIndiaSupport @manukumarjain @MiTVIndia @miuirom @RedmiIndia @XiaomiIndia @Xiaomi @Xiaomi @binlin_xiaomi… https://t.co/IG1yWW9ovV
888,Who is samir das that person is good talking about me on flipkart I told them your product will deliver on your pro… https://t.co/iW3H3xDAc1
889,"@smondol756 You can update your email address from our website/app/msite. To update your contact number, please vis… https://t.co/UAXnM6bySx"
890,@Flipkart I have 2 flipkart accounts now I want to close the 2nd account and change the mobile no of the 1st accoun… https://t.co/Hh4ZsNwdCb
891,"Big Billion startup: The Untold Flipkart story 

This book should be made in into a movie or series or something by… https://t.co/DcWlsWVsYm"
892,#SunPharma #Flipkart acquired #Israel companies. Both nations hàve same values. #telaviv
893,@Flipkart reuested many times but all in vain.These days its impposible for middle class man to get justice from BI… https://t.co/LVQAvMyy5K
894,"Hey, Check it out. I think you will like this offer from Flipkart https://t.co/vnyZgrFqH0"
895,"@RedmiIndia @amazonIN @Flipkart Want to buy #RedmiNote7Pro
But its showing ₹10999/- @Flipkart..??"
896,"Hey, Check it out. I think you will like this offer from Flipkart https://t.co/kNWowYDNjJ https://t.co/T3GnJrCdWF"
897,@myntra  U r Pathetic in terms of service ... as you apply delivery charges for each n every products if you will d… https://t.co/0zY28EV9sL
898,"@flipkartsupport @Flipkart None of any products from flipkart is delivering to this pin code.
What is this.
Always… https://t.co/R87UPRT9hP"
899,"RT @Singh10Seema: The roller coaster ride that e-commerce has been in India, @the_bongrel, with tongue firmly in her cheek, brings you a fa…"
900,(30% off) Epson PictureMate PM-520 Single Function Wireless Printer (Black) @ Rs.13970 https://t.co/QBzXog155A https://t.co/6Keu3ap0hF
901,"Created in the last 20 years:

Facebook
Twitter
iPhone📱
YouTube
iPad
Kindle
AWS
3G 4G 5G
Android
Apple App Store
Ub… https://t.co/bTBPPqSpHP"
902,"@flipkartsupport 
Now I can't even play a simple game on flipkart. What kind of fair play you wanted I need to unde… https://t.co/S8FZLM1fSO"
903,"@Am_UnderRated @Flipkart I see flipkart support NRC by selling cheap shit to Muslims, nice #SupportNRC #akhandbharat #HinduRashtra"
904,"@Flipkart 
Please Activate My account,
mere account me 6000 balance hai but account login ni ho pa rha hai, please… https://t.co/BSTboO7mRZ"
905,@Abhinavsingal2 @realmemobiles @Flipkart @AmreliaRuhez Are you sure? This is the reason?
906,@VanshikaVictory @Flipkart Absolutely right.!!!
907,"RT @VanshikaVictory: #bhartiApologize 
As a christian I am deeply hurt/disturbed by your insults against my faith by your deliberate mocker…"
908,People's think before u ordered on @Flipkart @flipkartsupport online purchase. https://t.co/SWy7GO5C83
909,"Created in the last 20 years:

Facebook
Twitter
iPhone📱
YouTube
iPad
Kindle
AWS
3G 4G 5G
Android
Apple App Store
Ub… https://t.co/qbBE24wyGd"
910,"@Flipkart @flipkartsupport What a pathetic experience for a flipkart plus member!! Sorry that I chose you, an India… https://t.co/uoUkJSeYKF"
911,@jaymundada77 @myntra Now i am just tired with @myntra service .This was the first time i faced such horrible exper… https://t.co/VkfaPBwbC7
